ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.486966,6.523803,4.58699,4.613011,16.013,0.2640142,3.105173,0.0973875,NONE
-1,6.486881,6.523881,4.587004,4.612998,16.01301,0.2707062,3.105066,0.1613923,NONE
-1,6.48687,6.523893,4.587004,4.612998,16.01301,0.2743001,3.105023,0.2431126,NONE
-1,6.48686,6.523908,4.586992,4.613009,16.01302,0.2754101,3.105012,0.3261689,NONE
-1,6.486842,6.52392,4.586985,4.613017,16.01303,0.2756852,3.10501,0.4084791,NONE
-1,6.486835,6.52393,4.586975,4.613026,16.01303,0.2757385,3.105011,0.4858437,NONE
-1,6.486825,6.523942,4.586967,4.613034,16.01304,0.2757456,3.105011,0.560387,NONE
-1,6.486815,6.523953,4.58696,4.613041,16.01305,0.2757449,3.105012,0.6453774,NONE
-1,6.486804,6.523963,4.586952,4.613049,16.01306,0.2757438,3.105014,0.7238784,NONE
-1,6.486794,6.523974,4.586945,4.613057,16.01306,0.2757435,3.105013,0.8054923,NONE
-1,6.486783,6.523983,4.586937,4.613064,16.01307,0.2757437,3.105014,0.883657,NONE
-1,6.486771,6.523995,4.586929,4.613072,16.01308,0.2757435,3.105014,0.9609507,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757437,3.105014,1.040923,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757436,3.105014,1.121578,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.275743,3.105014,1.201893,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105014,1.280305,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105014,1.360133,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757433,3.105014,1.444208,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105014,1.521345,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757437,3.105014,1.604516,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757438,3.105014,1.683198,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757438,3.105014,1.760963,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105014,1.841829,NONE
-1,6.486762,6.524003,4.586924,4.613078,16.01308,0.2757435,3.105014,1.921875,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757438,3.105014,2.00112,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.275743,3.105014,2.082305,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.275743,3.105013,2.162567,NONE
-1,6.486762,6.524003,4.586924,4.613078,16.01308,0.2757433,3.105014,2.244337,NONE
-1,6.486762,6.524003,4.586924,4.613078,16.01308,0.2757435,3.105014,2.322389,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757435,3.105014,2.404469,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105014,2.480037,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105014,2.560169,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105014,2.641407,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105014,2.724109,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.275744,3.105014,2.802594,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757442,3.105014,2.885113,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105014,2.960091,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105014,3.041652,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757429,3.105014,3.122899,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105014,3.201394,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757433,3.105014,3.282553,NONE
-1,6.486766,6.523999,4.586924,4.613078,16.01308,0.2757389,3.112655,3.362423,ACCELERATE
-1,6.486806,6.52396,4.586918,4.613083,16.01309,0.2757148,3.20229,3.443885,ACCELERATE
-1,6.486855,6.523915,4.58691,4.613091,16.0131,0.275704,3.373363,3.520367,ACCELERATE
-1,6.486909,6.523856,4.586903,4.613099,16.01311,0.2756977,3.657214,3.604737,ACCELERATE
-1,6.486974,6.523792,4.586901,4.613101,16.01311,0.2766363,3.997546,3.681632,ACCELERATE
-1,6.48707,6.523695,4.58692,4.613081,16.01308,0.2784382,4.439661,3.76421,ACCELERATE
-1,6.487237,6.523522,4.586967,4.613034,16.01304,0.2782804,4.930789,3.842181,ACCELERATE
-1,6.487409,6.523356,4.587021,4.61298,16.01298,0.2785696,5.504363,3.921901,ACCELERATE
-1,6.487563,6.523201,4.587076,4.612925,16.01293,0.278889,6.166598,4.003863,ACCELERATE
-1,6.487712,6.523049,4.58713,4.612872,16.01287,0.2789584,6.864566,4.082519,ACCELERATE
-1,6.487875,6.522889,4.587193,4.612809,16.01281,0.2789997,7.608413,4.160156,ACCELERATE
-1,6.488054,6.522708,4.587265,4.612736,16.01274,0.279072,8.434859,4.240859,ACCELERATE
-1,6.488261,6.522502,4.587351,4.61265,16.01265,0.2791305,9.345212,4.32465,ACCELERATE
-1,6.488475,6.522289,4.587442,4.612559,16.01256,0.2791311,10.21897,4.40122,ACCELERATE
-1,6.488708,6.522056,4.587549,4.612452,16.01245,0.2791432,11.16769,4.480944,ACCELERATE
-1,6.488965,6.521794,4.587671,4.61233,16.01233,0.2791493,12.15428,4.560831,ACCELERATE
-1,6.489242,6.521516,4.587807,4.612195,16.01219,0.2791532,13.17276,4.640681,ACCELERATE
-1,6.489562,6.521202,4.587967,4.612034,16.01203,0.2791573,14.26667,4.72401,ACCELERATE
-1,6.489878,6.520881,4.588133,4.611868,16.01186,0.2791568,15.28906,4.800026,ACCELERATE
-1,6.490227,6.520538,4.588318,4.611683,16.01167,0.2791571,16.39724,4.880697,ACCELERATE
-1,6.490611,6.52014,4.588528,4.611474,16.01146,0.2791578,17.55033,4.963045,ACCELERATE
-1,6.491011,6.519741,4.588749,4.611252,16.01124,0.2791581,18.70015,5.043803,ACCELERATE
-1,6.491436,6.519329,4.588987,4.611014,16.01101,0.2791578,19.81544,5.121039,ACCELERATE
-1,6.491875,6.518878,4.589241,4.610761,16.01075,0.2791577,20.98099,5.200765,ACCELERATE
-1,6.492354,6.518405,4.589514,4.610488,16.01048,0.2791576,22.1538,5.28011,ACCELERATE
-1,6.492873,6.517889,4.589815,4.610187,16.01017,0.2791585,23.38253,5.36264,ACCELERATE
-1,6.493392,6.517366,4.590122,4.609879,16.00986,0.2791588,24.56836,5.442254,ACCELERATE
-1,6.493924,6.516829,4.590441,4.60956,16.00955,0.2791598,25.73423,5.520525,ACCELERATE
-1,6.494518,6.51624,4.590796,4.609206,16.00917,0.2791598,27.04575,5.608573,ACCELERATE
-1,6.495101,6.515657,4.591146,4.608855,16.00884,0.2791601,28.16699,5.683847,ACCELERATE
-1,6.495675,6.51508,4.5915,4.608502,16.00849,0.2791601,29.30361,5.760154,ACCELERATE
-1,6.496315,6.514452,4.591887,4.608115,16.00809,0.2791598,30.50884,5.841067,ACCELERATE
-1,6.496983,6.513785,4.592297,4.607705,16.00769,0.27916,31.7232,5.922594,ACCELERATE
19.31443,6.485549,6.525977,4.592698,4.607305,16.00728,0.2791599,32.87972,6.000236,ACCELERATE
18.08246,6.433155,6.612261,4.593142,4.60686,16.00684,0.2791598,34.10507,6.082499,ACCELERATE
16.88476,6.325201,6.838569,4.59359,4.606412,16.00639,0.27916,35.31768,6.163908,ACCELERATE
15.71048,6.16352,7.237645,4.594048,4.605954,16.00586,0.2791609,36.47915,6.241882,LEFT_ACCELERATE
14.94866,6.057726,7.585511,4.596473,4.601468,15.9869,0.2791601,37.66622,6.321607,LEFT_ACCELERATE
14.983,6.137691,7.445299,4.629715,4.569215,15.89518,0.2791679,38.84481,6.401077,LEFT_ACCELERATE
15.7415,6.448401,6.801549,4.740672,4.477415,15.67033,0.2791866,40.06913,6.484844,LEFT_ACCELERATE
16.93441,6.984294,5.990875,4.943566,4.316587,15.31331,0.2791968,41.18527,6.563751,LEFT_ACCELERATE
