ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.486855,6.523916,4.586927,4.613074,16.0131,0.2649791,3.105162,0.1045334,NONE
-1,6.48672,6.524043,4.586908,4.613093,16.0131,0.273068,3.105043,0.2044367,NONE
-1,6.486702,6.52406,4.586903,4.613099,16.01311,0.2752314,3.105022,0.3028804,NONE
-1,6.486686,6.524077,4.586891,4.61311,16.01312,0.2756804,3.105019,0.4047803,NONE
-1,6.486677,6.524089,4.58688,4.613122,16.01313,0.2757419,3.105019,0.5007325,NONE
-1,6.486663,6.524103,4.58687,4.613131,16.01314,0.2757455,3.105019,0.6039612,NONE
-1,6.48665,6.524117,4.586861,4.613141,16.01315,0.2757449,3.105019,0.7007951,NONE
-1,6.486637,6.524131,4.586851,4.61315,16.01316,0.2757438,3.105019,0.8057215,NONE
-1,6.486626,6.524142,4.586843,4.613158,16.01317,0.2757436,3.105019,0.900274,NONE
-1,6.48661,6.524158,4.586832,4.613169,16.01318,0.2757434,3.105019,1.004526,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,1.105634,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757435,3.105019,1.204664,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757439,3.105019,1.301727,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757437,3.105019,1.403326,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757436,3.105019,1.503316,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,1.603485,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,1.703213,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757437,3.105019,1.809456,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757435,3.105019,1.904049,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757437,3.105019,2.002902,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,2.103356,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757435,3.105019,2.200726,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757437,3.105019,2.302279,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757437,3.105019,2.400633,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,2.500925,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757432,3.105019,2.604137,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,2.700157,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757437,3.105019,2.800784,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757438,3.105019,2.904559,NONE
-1,6.486608,6.52416,4.58683,4.613171,16.01318,0.2757436,3.105019,3.003161,NONE
-1,6.486644,6.524122,4.586828,4.613173,16.01318,0.2757175,3.171434,3.104306,NONE
-1,6.486701,6.524064,4.586819,4.613183,16.01319,0.2757025,3.384353,3.201498,NONE
-1,6.486774,6.523991,4.586809,4.613192,16.0132,0.2756972,3.747372,3.303127,NONE
-1,6.486942,6.523821,4.586813,4.613188,16.0132,0.2783577,4.234093,3.403899,NONE
-1,6.487067,6.523701,4.586849,4.613152,16.01314,0.2809874,4.834255,3.503402,NONE
-1,6.48726,6.523505,4.586924,4.613078,16.01308,0.2784774,5.532222,3.600759,NONE
-1,6.487477,6.523284,4.58699,4.613011,16.01301,0.2795205,6.371598,3.702804,NONE
-1,6.487628,6.523135,4.587053,4.612948,16.01294,0.2789559,7.266884,3.8002,NONE
-1,6.487867,6.522896,4.587147,4.612854,16.01285,0.2792382,8.312344,3.904131,NONE
