ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757429,3.105024,14.35218,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105024,14.41439,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105024,14.50116,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105024,14.60229,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757437,3.105024,14.70253,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105024,14.80305,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105024,14.90449,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105024,15.00021,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757437,3.105024,15.10356,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105024,15.20045,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105024,15.3015,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105024,15.40637,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757429,3.105025,15.50454,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105024,15.60375,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105024,15.70406,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105024,15.80112,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105024,15.90324,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105024,16.00179,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105024,16.10378,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105024,16.20384,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105024,16.30316,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.275744,3.105024,16.40106,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105024,16.50383,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105024,16.60075,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105024,16.70247,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105024,16.80065,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105026,16.90396,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.275743,3.105026,17.0027,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757431,3.105026,17.10097,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105026,17.20961,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105026,17.30444,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105026,17.40679,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105026,17.50019,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105026,17.60101,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105026,17.70008,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757429,3.105026,17.80178,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105026,17.90456,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105026,18.00287,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105026,18.10366,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105026,18.20026,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105026,18.30246,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757439,3.105026,18.40053,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275743,3.105026,18.50267,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105027,18.60476,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105027,18.70983,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105027,18.80217,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105027,18.90094,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105027,19.00365,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105027,19.10378,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105027,19.20465,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105027,19.30203,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105027,19.40009,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,19.50178,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275743,3.105027,19.6012,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105027,19.70473,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105027,19.80266,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757439,3.105027,19.90136,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105027,20.00064,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,20.10071,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105027,20.20263,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105027,20.30598,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105027,20.40424,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105027,20.50016,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105027,20.60963,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,20.70051,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,20.80078,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105027,20.90165,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,21.00173,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105027,21.10056,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105027,21.20019,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,21.30135,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105027,21.40321,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,21.50048,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105027,21.60091,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105027,21.70485,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105027,21.80443,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105027,21.90104,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105027,22.0011,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105027,22.1015,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105027,22.20278,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105027,22.30531,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105027,22.40261,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757437,3.105027,22.5027,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105027,22.60352,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105027,22.70395,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757439,3.105027,22.80032,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105029,22.90148,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105029,23.00312,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105029,23.10087,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105029,23.20471,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105029,23.30427,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105029,23.40463,,NONE
-1,6.520879,6.489884,4.611051,4.588951,15.98896,0.2757439,3.105031,23.50332,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.275743,3.105031,23.60038,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105031,23.7025,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105031,23.8047,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105031,23.90478,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105031,24.00251,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275744,3.105031,24.10077,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105031,24.20188,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105031,24.30205,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105031,24.40351,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105031,24.50202,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757434,3.105031,24.60122,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105031,24.70067,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105031,24.8017,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105031,24.90147,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105031,25.00106,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757437,3.105031,25.10422,,NONE
-1,6.520881,6.489885,-1,4.588951,15.98896,0.2757431,3.105033,25.20285,,NONE
-1,6.520881,6.489885,-1,4.588951,15.98896,0.2757434,3.105033,25.30191,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105033,25.41002,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757439,3.105033,25.50279,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105033,25.60017,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105033,25.70265,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105033,25.80314,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105033,25.90302,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105033,26.00355,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757437,3.105033,26.10316,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105033,26.20136,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105035,26.30354,,NONE
-1,6.520881,6.489885,-1,4.588951,15.98896,0.2757429,3.105035,26.40208,,NONE
-1,6.520881,6.489885,-1,4.588951,15.98896,0.2757431,3.105035,26.5003,,NONE
-1,6.520881,6.489885,-1,4.588951,15.98896,0.2757432,3.105035,26.60221,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757433,3.105035,26.70368,,NONE
-1,6.520881,6.489885,-1,4.588951,15.98896,0.2757432,3.105035,26.80406,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757436,3.105035,26.90338,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757446,3.105035,27.00376,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757443,3.105035,27.1027,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757443,3.105035,27.20129,,NONE
-1,6.52088,6.489885,-1,4.588951,15.98896,0.2757443,3.105035,27.30063,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757439,3.105035,27.40304,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105035,27.50125,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105035,27.60051,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105035,27.70058,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105035,27.80317,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105035,27.90389,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275743,3.105035,28.0041,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105035,28.10409,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105035,28.20285,,NONE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757439,3.105035,28.30076,,NONE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105037,28.40082,,NONE
