ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757434,3.105018,7.805678,,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757435,3.105018,7.904249,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.275743,3.105018,8.003154,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,8.105422,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,8.203436,,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757432,3.105018,8.300213,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,8.40426,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,8.503249,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,8.601809,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01309,0.2757436,3.105018,8.700011,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,8.805028,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,8.9015,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,9.000652,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,9.105764,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,9.207336,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757429,3.105018,9.304046,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,9.40114,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,9.500996,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,9.604114,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,9.705643,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,9.803783,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,9.906812,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,10.00284,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,10.10694,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,10.20585,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,10.30289,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,10.40048,,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757435,3.105018,10.50683,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,10.60147,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,10.7031,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,10.80019,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,10.90478,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,11.00388,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,11.10153,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,11.20269,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,11.30112,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,11.40337,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,11.50145,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,11.6041,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,11.70283,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,11.80535,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,11.90636,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,12.00407,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,12.10004,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,12.2008,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,12.30032,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,12.4052,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,12.50198,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,12.60507,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,12.70521,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,12.8012,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,12.90383,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.00095,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,13.1064,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,13.20108,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.30508,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.40393,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.50509,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.60263,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.70081,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,13.80155,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,13.90319,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,14.00557,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,14.10049,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,14.2045,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,14.30361,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,14.40183,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,14.5046,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,14.60264,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,14.70037,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,14.80103,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,14.9045,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,15.00547,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,15.10551,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,15.20128,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,15.30624,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,15.40606,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,15.50412,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,15.6011,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,15.70265,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,15.80232,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,15.90474,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,16.00366,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,16.10634,,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757436,3.105018,16.20148,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,16.30155,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,16.4055,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,16.50096,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,16.60125,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,16.70212,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,16.80982,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,16.90214,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,17.00488,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,17.10308,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,17.20569,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,17.30511,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,17.40472,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,17.50348,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,17.60307,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,17.7005,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,17.80023,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,17.905,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,18.05063,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,18.10659,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,18.20378,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,18.30541,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,18.40223,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,18.50025,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,18.61186,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,18.704,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,18.80542,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,18.90587,,NONE
-1,6.486763,6.524003,4.586924,4.613078,16.01308,0.2757431,3.105018,19.00567,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,19.10941,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,19.20465,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.275743,3.105018,19.30458,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,19.40697,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,19.50535,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,19.60576,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,19.70454,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,19.80318,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,19.90299,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,20.00384,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,20.10393,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,20.20021,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,20.30216,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,20.40037,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,20.5028,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,20.60229,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,20.70134,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,20.80525,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,20.91138,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,21.01276,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,21.10142,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,21.20307,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,21.30793,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,21.40432,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,21.50537,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,21.60713,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,21.70405,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,21.8046,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,21.90321,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,22.00607,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,22.10475,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757439,3.105018,22.20556,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,22.30208,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,22.40446,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,22.50015,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,22.60522,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,22.70133,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,22.81917,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,22.90227,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,23.00096,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,23.10423,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,23.20145,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,23.30446,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,23.40063,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,23.50073,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,23.608,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,23.70088,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,23.8029,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,23.90594,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,24.00225,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,24.10013,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,24.20545,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,24.30064,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,24.40144,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,24.50246,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,24.60019,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,24.71189,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,24.80225,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,24.90144,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,25.01612,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757431,3.105018,25.10618,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,25.20489,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,25.30123,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,25.40002,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,25.50577,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,25.60473,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,25.70853,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,25.80598,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,25.90807,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,26.00505,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,26.10771,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,26.20041,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,26.30573,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,26.40462,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,26.5055,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,26.6008,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,26.70046,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,26.80115,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,26.90431,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,27.00373,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,27.10254,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757435,3.105018,27.20084,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757437,3.105018,27.30187,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,27.67759,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,27.73287,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,27.76087,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757432,3.105018,27.77023,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757433,3.105018,27.80034,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757434,3.105018,27.90709,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,28.00584,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757438,3.105018,28.10118,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,28.21155,,NONE
-1,6.486763,6.524004,4.586924,4.613078,16.01308,0.2757436,3.105018,28.30082,,NONE
